model,lookahead,threshold,accuracy,loss_count,loss_mean,transaction
XGBoost,3,0.02,0.5577342047930284,79,0.044711118799391054,278
XGBoost,3,0.03,0.6013071895424836,28,0.03731057191382732,142
XGBoost,3,0.04,0.6209150326797386,29,0.049923907078901555,122
XGBoost,3,0.05,0.7124183006535948,20,0.07445187824888917,81
XGBoost,5,0.02,0.6209150326797386,75,0.03795928969394362,326
XGBoost,5,0.03,0.6122004357298475,52,0.046752765269689675,222
XGBoost,5,0.04,0.6753812636165577,27,0.06531100428976759,193
XGBoost,5,0.05,0.6928104575163399,22,0.03518616752898553,154
XGBoost,8,0.02,0.7030567685589519,65,0.04094254600604637,380
XGBoost,8,0.03,0.7445414847161572,32,0.03386630377116865,319
XGBoost,8,0.04,0.7379912663755459,23,0.0721742532889468,259
XGBoost,8,0.05,0.7379912663755459,15,0.06440766317637432,199
XGBoost,10,0.02,0.7729257641921398,54,0.03737681309584619,411
XGBoost,10,0.03,0.7641921397379913,34,0.033861290765580726,357
XGBoost,10,0.04,0.7489082969432315,24,0.03358442768714504,290
XGBoost,10,0.05,0.7641921397379913,19,0.09518295343763128,224
XGBoost,12,0.02,0.7789934354485777,41,0.04052945761765363,384
XGBoost,12,0.03,0.774617067833698,38,0.0406333810803642,362
XGBoost,12,0.04,0.7636761487964989,22,0.0491006639505768,299
XGBoost,12,0.05,0.7680525164113785,15,0.09435645829991791,265
LSTM,3,0.02,0.40700218818380746,104,0.031295862237665936,188
LSTM,3,0.03,0.5470459518599562,54,0.025300360926813044,107
LSTM,3,0.04,0.6564551422319475,21,0.032517312559434124,36
LSTM,3,0.05,0.7614879649890591,11,0.03311722403599355,17
LSTM,5,0.02,0.35667396061269147,183,0.03756471396588329,372
LSTM,5,0.03,0.38074398249452956,136,0.039600270723657155,274
LSTM,5,0.04,0.5098468271334792,64,0.03744092386199306,127
LSTM,5,0.05,0.5689277899343544,53,0.036007362724306616,103
LSTM,8,0.02,0.31798245614035087,245,0.052277418894562444,443
LSTM,8,0.03,0.26535087719298245,215,0.04948130192912331,381
LSTM,8,0.04,0.3026315789473684,165,0.05238330317909634,289
LSTM,8,0.05,0.3793859649122807,147,0.050590877372290684,261
LSTM,10,0.02,0.2967032967032967,287,0.056553335862890054,453
LSTM,10,0.03,0.2989010989010989,252,0.05752422409262043,424
LSTM,10,0.04,0.3142857142857143,177,0.053705806683538436,318
LSTM,10,0.05,0.34065934065934067,137,0.049650031060595026,237
LSTM,12,0.02,0.2879120879120879,284,0.0671294417191172,452
LSTM,12,0.03,0.2945054945054945,223,0.06379586969098777,378
LSTM,12,0.04,0.3098901098901099,133,0.06027862487711059,232
LSTM,12,0.05,0.33186813186813185,172,0.06730641346360659,278
GRU,3,0.02,0.40919037199124725,116,0.03332359571146985,226
GRU,3,0.03,0.5273522975929978,72,0.035597576563540734,145
GRU,3,0.04,0.6827133479212254,4,0.04070242985298331,10
GRU,3,0.05,0.787746170678337,0,0.0,0
GRU,5,0.02,0.3544857768052516,175,0.042180313365387634,352
GRU,5,0.03,0.4617067833698031,89,0.03527672833739394,188
GRU,5,0.04,0.5142231947483589,68,0.043560236612726615,130
GRU,5,0.05,0.5711159737417943,43,0.03522822442492443,92
GRU,8,0.02,0.3048245614035088,229,0.05409849032937342,422
GRU,8,0.03,0.27631578947368424,211,0.05002304125620738,401
GRU,8,0.04,0.3508771929824561,122,0.045423014060545,225
GRU,8,0.05,0.3815789473684211,127,0.043788047429039426,235
GRU,10,0.02,0.36923076923076925,232,0.05899380225059067,445
GRU,10,0.03,0.3054945054945055,252,0.05673962039795056,442
GRU,10,0.04,0.3868131868131868,161,0.058123843490597675,296
GRU,10,0.05,0.34065934065934067,154,0.05509738856879689,278
GRU,12,0.02,0.35384615384615387,266,0.058111155196398014,455
GRU,12,0.03,0.3384615384615385,236,0.06405443548334724,429
GRU,12,0.04,0.3912087912087912,112,0.06167341436526257,223
GRU,12,0.05,0.34065934065934067,103,0.05370623010332454,182
CNN,3,0.02,0.39606126914660833,154,0.030515757149094876,341
CNN,3,0.03,0.5426695842450766,51,0.03458146097770969,118
CNN,3,0.04,0.6805251641137856,9,0.03021671906616449,17
CNN,3,0.05,0.7811816192560175,2,0.01734243913943937,7
CNN,5,0.02,0.3413566739606127,181,0.038912664961541825,352
CNN,5,0.03,0.4135667396061269,111,0.03712360888910855,204
CNN,5,0.04,0.5886214442013129,11,0.02746208498434414,40
CNN,5,0.05,0.6061269146608315,39,0.03240890142277342,67
CNN,8,0.02,0.32456140350877194,246,0.05055345055553657,453
CNN,8,0.03,0.3442982456140351,161,0.043871306084824126,313
CNN,8,0.04,0.36622807017543857,92,0.038568967889264345,174
CNN,8,0.05,0.4758771929824561,85,0.04991495173013036,167
CNN,10,0.02,0.4021978021978022,235,0.05221411420704097,455
CNN,10,0.03,0.35824175824175825,214,0.05054773144327658,421
CNN,10,0.04,0.3758241758241758,121,0.05139596053075226,233
CNN,10,0.05,0.4021978021978022,99,0.05186275323069719,177
CNN,12,0.02,0.3824175824175824,238,0.060003566801485206,444
CNN,12,0.03,0.3252747252747253,221,0.05803423912442729,406
CNN,12,0.04,0.3384615384615385,161,0.06222330162938349,266
CNN,12,0.05,0.3934065934065934,75,0.053273795823523803,121
