model,lookahead,threshold,accuracy,loss_count,loss_mean,transaction
XGBoost,3,0.02,0.3913354815610455,185,0.02523421722592427,518
XGBoost,3,0.03,0.47261009667024706,40,0.026250970120179563,166
XGBoost,3,0.04,0.527389903329753,17,0.033379430440464895,83
XGBoost,3,0.05,0.5470819906910133,12,0.03813599172985548,31
XGBoost,5,0.02,0.4459169054441261,321,0.0258755014123815,1194
XGBoost,5,0.03,0.4584527220630373,113,0.03409011144947293,495
XGBoost,5,0.04,0.5025071633237822,46,0.04254351798005906,213
XGBoost,5,0.05,0.5472779369627507,17,0.0390456046223705,110
XGBoost,8,0.02,0.5186246418338109,383,0.026840443676339802,1687
XGBoost,8,0.03,0.5121776504297995,187,0.029539666369126416,910
XGBoost,8,0.04,0.5157593123209169,84,0.034237893216388655,475
XGBoost,8,0.05,0.5565902578796562,31,0.033461702402816935,278
XGBoost,10,0.02,0.5360085990684342,483,0.030194733453688522,1946
XGBoost,10,0.03,0.5345754209960588,199,0.028831050757453385,1127
XGBoost,10,0.04,0.5646721605159442,73,0.03191577062000823,658
XGBoost,10,0.05,0.6051594410605518,39,0.03953369670392316,389
XGBoost,12,0.02,0.5858115370834827,427,0.03030773634713219,2134
XGBoost,12,0.03,0.5818702973844501,211,0.03650473426036287,1345
XGBoost,12,0.04,0.5714797563597277,122,0.0430790814551454,863
XGBoost,12,0.05,0.5947689000358295,38,0.04350364167580197,560
LSTM,3,0.02,0.34252955929774276,191,0.02361118135535679,427
LSTM,3,0.03,0.4493013256897169,19,0.024458148361912173,52
LSTM,3,0.04,0.49050519527051234,5,0.016091887428189185,17
LSTM,3,0.05,0.5023289143676102,3,0.027213671174649092,10
LSTM,5,0.02,0.285663082437276,509,0.02735326544847163,1079
LSTM,5,0.03,0.34587813620071683,134,0.03835770410016424,298
LSTM,5,0.04,0.42616487455197133,27,0.027690150054832944,62
LSTM,5,0.05,0.47706093189964155,2,0.02134714058416433,5
LSTM,8,0.02,0.2631767658659018,860,0.030030872797038737,1783
LSTM,8,0.03,0.28217999282897094,410,0.02981079073288956,793
LSTM,8,0.04,0.3836500537827178,102,0.037842377756729,241
LSTM,8,0.05,0.4284689852993905,21,0.024435645361542642,47
LSTM,10,0.02,0.29257798494083903,977,0.033516751299330697,2147
LSTM,10,0.03,0.277518823951237,513,0.03251977835818815,1173
LSTM,10,0.04,0.3470778056651129,229,0.04122092015797014,490
LSTM,10,0.05,0.4062387952671208,53,0.0341865567655618,124
LSTM,12,0.02,0.3030846484935438,1125,0.03493861317217126,2384
LSTM,12,0.03,0.24928263988522237,736,0.037745887756738684,1526
LSTM,12,0.04,0.281922525107604,370,0.04071580382757518,814
LSTM,12,0.05,0.37589670014347204,50,0.043825543653524784,130
GRU,3,0.02,0.341812970261555,300,0.02213893812042825,649
GRU,3,0.03,0.437835901110713,14,0.02272756093790281,42
GRU,3,0.04,0.49050519527051234,0,0.0,0
GRU,3,0.05,0.5026872088857041,0,0.0,0
GRU,5,0.02,0.3050179211469534,322,0.029129901925347867,726
GRU,5,0.03,0.36594982078853044,67,0.035453634438537246,151
GRU,5,0.04,0.4390681003584229,12,0.029236989763252865,17
GRU,5,0.05,0.46021505376344085,0,0.0,0
GRU,8,0.02,0.2599498027967013,871,0.02849894613601187,1743
GRU,8,0.03,0.307637145930441,176,0.032506928349684,413
GRU,8,0.04,0.38902832556471856,94,0.03592576464804394,191
GRU,8,0.05,0.4162782359268555,7,0.019535170807282183,18
GRU,10,0.02,0.2932950878451058,981,0.03213239807343133,2129
GRU,10,0.03,0.29042667622803875,338,0.03734937650890561,731
GRU,10,0.04,0.3520975259949803,160,0.039579284168026994,358
GRU,10,0.05,0.38902832556471856,77,0.036838498223567426,132
GRU,12,0.02,0.2962697274031564,1129,0.035318288724161054,2364
GRU,12,0.03,0.26291248206599716,607,0.03773850725748705,1315
GRU,12,0.04,0.32101865136298424,198,0.04395980114376195,442
GRU,12,0.05,0.37410329985652796,80,0.03893837932234329,167
CNN,3,0.02,0.3561447509853099,127,0.02542509138966131,299
CNN,3,0.03,0.4317448943031172,13,0.04219241877680268,23
CNN,3,0.04,0.4811895378000717,3,0.06529607343071059,4
CNN,3,0.05,0.49587961304192046,0,0.0,0
CNN,5,0.02,0.28817204301075267,586,0.023768315330068516,1252
CNN,5,0.03,0.37168458781362007,52,0.031195764324335348,128
CNN,5,0.04,0.4182795698924731,3,0.02452339542836174,8
CNN,5,0.05,0.46021505376344085,9,0.0384066030697064,14
CNN,8,0.02,0.2628182144137684,1078,0.028694056277404883,2246
CNN,8,0.03,0.30154177124417353,343,0.032265551658213716,725
CNN,8,0.04,0.37181785586231625,113,0.02958272743994351,216
CNN,8,0.05,0.3965579060595195,3,0.010456836713268067,18
CNN,10,0.02,0.3026174256005737,1147,0.03138982509227169,2429
CNN,10,0.03,0.2922194334887056,470,0.03360089045652884,1073
CNN,10,0.04,0.342416636787379,84,0.04031577651281304,184
CNN,10,0.05,0.37396916457511653,56,0.04271079126121972,135
CNN,12,0.02,0.3134863701578192,1145,0.033720788813052606,2477
CNN,12,0.03,0.26040172166427544,775,0.03993455135492721,1651
CNN,12,0.04,0.30774748923959827,154,0.031169628367525425,338
CNN,12,0.05,0.3561692969870875,25,0.05945120020773129,80
