model,lookahead,threshold,accuracy,loss_count,loss_mean,transaction
XGBoost,3,0.002,0.45574371118359325,6688,0.007557783166810721,15645
XGBoost,3,0.005,0.6199454894776819,1084,0.013676198348976078,2686
XGBoost,3,0.01,0.8236450560743488,189,0.017323350987671515,561
XGBoost,3,0.015,0.9089406192752781,84,0.02443380790190746,228
XGBoost,5,0.002,0.4833780160857909,7496,0.008597924378658705,18521
XGBoost,5,0.005,0.5580428954423593,2008,0.013873822407227733,5214
XGBoost,5,0.01,0.7571939231456658,298,0.0233130821349466,936
XGBoost,5,0.015,0.8605451295799821,111,0.028522134343247452,403
XGBoost,8,0.002,0.5208901202019751,7970,0.00986196489861066,20881
XGBoost,8,0.005,0.530229232762858,3048,0.013412325003639123,8700
XGBoost,8,0.01,0.6906921667634837,463,0.022948662151112798,1628
XGBoost,8,0.015,0.8050851244470262,156,0.027003131544598685,650
XGBoost,10,0.002,0.5416238437821171,7946,0.011004785210783023,21567
XGBoost,10,0.005,0.5227668796639707,3817,0.01466484485308073,10834
XGBoost,10,0.01,0.6578935609276554,728,0.024062005950845854,2360
XGBoost,10,0.015,0.7763528307788552,187,0.030976634410487,831
XGBoost,12,0.002,0.5562159263562427,7834,0.011422689770664055,21747
XGBoost,12,0.005,0.5251586379479847,4380,0.01506516493329824,12559
XGBoost,12,0.01,0.6391992135132719,824,0.022180068269766727,3140
XGBoost,12,0.015,0.7499329698811332,283,0.03153410031412685,1162
LSTM,3,0.002,0.40177853248726425,6330,0.0058604408742145495,13245
LSTM,3,0.005,0.6824112968093663,178,0.013549427330279949,481
LSTM,3,0.01,0.8943158459201,41,0.01893189493270155,89
LSTM,3,0.015,0.9569219769416392,5,0.014786462380728832,16
LSTM,5,0.002,0.37375994280096525,9177,0.006553207132598326,18291
LSTM,5,0.005,0.581553311287872,1064,0.011112145309284014,2336
LSTM,5,0.01,0.8309500402180713,49,0.0201884128382069,160
LSTM,5,0.015,0.9238537849673787,12,0.02556426158121859,32
LSTM,8,0.002,0.40117084506412837,9294,0.008333182877546148,19328
LSTM,8,0.005,0.4930062117352639,1936,0.010669903479181722,4076
LSTM,8,0.01,0.7515305894445189,241,0.016079935468054113,535
LSTM,8,0.015,0.8740671224918443,76,0.011521422804450761,165
LSTM,10,0.002,0.4057290968405059,9118,0.009197534406332749,19114
LSTM,10,0.005,0.44219511105152615,3744,0.01071912987035034,7839
LSTM,10,0.01,0.7054118067658757,356,0.016662585723454443,733
LSTM,10,0.015,0.8464941681190508,49,0.016282493196573315,134
LSTM,12,0.002,0.4217465141222739,10860,0.009496612880836466,22025
LSTM,12,0.005,0.4284948158741509,4048,0.012046751972387852,8623
LSTM,12,0.01,0.65757954951734,789,0.014638125989379218,1686
LSTM,12,0.015,0.8044780121558813,245,0.011209307002749122,579
GRU,3,0.002,0.4060684600947359,6169,0.005889562234387883,13084
GRU,3,0.005,0.6809813209402091,245,0.01185481900966975,569
GRU,3,0.01,0.8949414603628564,22,0.020152892054939517,54
GRU,3,0.015,0.957145410671195,1,0.01002115191234088,8
GRU,5,0.002,0.382473858253642,8947,0.006642635650937151,18202
GRU,5,0.005,0.5796764679596031,927,0.01088592771219147,1984
GRU,5,0.01,0.8317544016444722,38,0.028513097696943896,149
GRU,5,0.015,0.9240772186969345,4,0.0339436662376455,11
GRU,8,0.002,0.3904902355096751,8188,0.008609826733003019,16924
GRU,8,0.005,0.49296152299235824,2744,0.010651570087399724,5869
GRU,8,0.01,0.754167225275953,43,0.03088546992622645,139
GRU,8,0.015,0.8765696920945614,40,0.022313436766611773,92
GRU,10,0.002,0.4017964874648076,10205,0.008845991194087516,20776
GRU,10,0.005,0.4509094159181302,3014,0.01117179805180986,6545
GRU,10,0.01,0.7071993564821022,208,0.016295863976808135,432
GRU,10,0.015,0.8479688966349377,28,0.020494845734711643,86
GRU,12,0.002,0.4128083661065427,10416,0.0094917319631767,21079
GRU,12,0.005,0.4264390418305327,4926,0.01181558436170858,10536
GRU,12,0.01,0.6704057919199142,340,0.01679365507391917,692
GRU,12,0.015,0.8168573471576689,35,0.026488251143306312,98
CNN,3,0.002,0.3948074001251229,7957,0.005432241506664039,16787
CNN,3,0.005,0.6829922245062114,133,0.014559664520368795,370
CNN,3,0.01,0.894539279649656,9,0.02238347378343073,24
CNN,3,0.015,0.9571007239252838,1,0.006355414324126106,5
CNN,5,0.002,0.38770220752524803,9275,0.006543974636684016,18930
CNN,5,0.005,0.5867816605594781,584,0.013624143213557692,1184
CNN,5,0.01,0.8306819197426043,15,0.024050290885469446,43
CNN,5,0.015,0.9237197247296451,2,0.023781589433089834,3
CNN,8,0.002,0.4082763551861286,10355,0.00805480481103987,21657
CNN,8,0.005,0.5028377351745096,1177,0.013392192384367787,2730
CNN,8,0.01,0.7523349868168209,56,0.018778813119831685,194
CNN,8,0.015,0.8771059570094293,2,0.03976894710867242,14
CNN,10,0.002,0.4096170174732985,10944,0.008942105092104915,22334
CNN,10,0.005,0.4547973365509228,2914,0.01208068252371749,6407
CNN,10,0.01,0.7084953300263663,48,0.022430286672257535,97
CNN,10,0.015,0.8472538767484471,23,0.019228607070652153,59
CNN,12,0.002,0.4085180550589918,11145,0.009624274305389292,22146
CNN,12,0.005,0.4377904898105113,3364,0.01274582911058824,7536
CNN,12,0.01,0.671612441902038,115,0.019455282911724103,271
CNN,12,0.015,0.8152037897747587,39,0.028280640975808912,81
