model,lookahead,threshold,accuracy,loss_count,loss_mean,transaction
XGBoost,3,0.005,0.4808250080567193,861,0.015520215385018434,2139
XGBoost,3,0.01,0.5713825330325492,187,0.021940848210296026,558
XGBoost,3,0.02,0.7673219465033838,20,0.022422832190091155,100
XGBoost,3,0.025,0.8182404125040283,21,0.030791824636917146,64
XGBoost,5,0.005,0.5323880116016758,920,0.017651994590337,2652
XGBoost,5,0.01,0.5491459877537866,397,0.021696412057779797,1328
XGBoost,5,0.02,0.6745085401224621,51,0.02395214078165863,228
XGBoost,5,0.025,0.7463744763132453,24,0.027491756745337475,150
XGBoost,8,0.005,0.6134751773049646,838,0.020262501843606003,2869
XGBoost,8,0.01,0.5699548678272083,538,0.02558806560729452,1961
XGBoost,8,0.02,0.6460348162475822,99,0.03411110000660963,578
XGBoost,8,0.025,0.690522243713733,52,0.03538308388235296,328
XGBoost,10,0.005,0.6333440825540149,859,0.02220145600524172,2967
XGBoost,10,0.01,0.6085133827797484,620,0.02349924165263761,2325
XGBoost,10,0.02,0.6575298290873912,168,0.03442320105002487,875
XGBoost,10,0.025,0.6775233795549823,100,0.03717190333813952,529
XGBoost,12,0.005,0.6623669783940664,776,0.021732532666871526,2992
XGBoost,12,0.01,0.6133505320864238,696,0.026328561505944946,2495
XGBoost,12,0.02,0.6494679135762658,215,0.03901588798687342,1083
XGBoost,12,0.025,0.6859077716865527,92,0.03740488035029271,706
LSTM,3,0.005,0.3295711060948081,1497,0.012264264240178503,3006
LSTM,3,0.01,0.5530474040632054,89,0.018987002059560616,210
LSTM,3,0.02,0.8132860367623347,5,0.004698793133783233,10
LSTM,3,0.025,0.8790712673331184,2,0.025995959565430805,2
LSTM,5,0.005,0.3832258064516129,1516,0.015802744918012236,3094
LSTM,5,0.01,0.32129032258064516,1116,0.015306747196414481,2276
LSTM,5,0.02,0.6887096774193548,62,0.01544340241163297,111
LSTM,5,0.025,0.7806451612903226,27,0.01114982115171089,53
LSTM,8,0.005,0.41258064516129034,1499,0.019728705041451328,3096
LSTM,8,0.01,0.3090322580645161,1459,0.020251906413876034,2885
LSTM,8,0.02,0.5812903225806452,110,0.020282976489863876,229
LSTM,8,0.025,0.6635483870967742,87,0.02049598971774061,189
LSTM,10,0.005,0.4259438528557599,1517,0.021952601539939155,3092
LSTM,10,0.01,0.3436592449177154,1463,0.022148256546358536,2947
LSTM,10,0.02,0.5224265892223298,163,0.02288958553298114,371
LSTM,10,0.025,0.6253630203291385,73,0.018574958969013785,172
LSTM,12,0.005,0.4301387544369151,1529,0.024313800220449485,3089
LSTM,12,0.01,0.33559212649241693,1591,0.024364172096932386,3055
LSTM,12,0.02,0.4927395934172314,133,0.024882715539246578,265
LSTM,12,0.025,0.590190383994837,98,0.02233831844429277,209
GRU,3,0.005,0.3418252176717188,1461,0.012475108513629913,3010
GRU,3,0.01,0.491131892937762,339,0.013643093524061518,769
GRU,3,0.02,0.8158658497258948,0,0.0,2
GRU,3,0.025,0.8793937439535634,0,0.0,0
GRU,5,0.005,0.3758064516129032,1540,0.016133084188793303,3065
GRU,5,0.01,0.3074193548387097,1217,0.015748330640214497,2471
GRU,5,0.02,0.697741935483871,18,0.013065754918698939,50
GRU,5,0.025,0.7829032258064517,17,0.009228506397422351,38
GRU,8,0.005,0.4067741935483871,1502,0.019719949794133763,3077
GRU,8,0.01,0.3125806451612903,1448,0.02030451507978151,2796
GRU,8,0.02,0.5825806451612904,112,0.022778307473113203,204
GRU,8,0.025,0.6851612903225807,31,0.022623398052970346,71
GRU,10,0.005,0.3978702807357212,1595,0.02281850435103162,3075
GRU,10,0.01,0.324620845434011,1556,0.02284351034617846,2997
GRU,10,0.02,0.5082284607938045,274,0.028935216358429387,538
GRU,10,0.025,0.6282671829622459,93,0.02201159103493522,190
GRU,12,0.005,0.38915779283639884,1656,0.025294463846581253,3092
GRU,12,0.01,0.36140690545337206,1447,0.024666018622735177,2940
GRU,12,0.02,0.4075508228460794,568,0.02750676155395117,1001
GRU,12,0.025,0.6040658276863504,46,0.018661026266871775,121
CNN,3,0.005,0.34795227346017416,1466,0.012551462742199608,3024
CNN,3,0.01,0.5620767494356659,9,0.017220726733086635,22
CNN,3,0.02,0.8165108029667849,3,0.021294344421946415,4
CNN,3,0.025,0.8784263140922283,3,0.021431887687706024,4
CNN,5,0.005,0.3741935483870968,1529,0.016163178798550563,3094
CNN,5,0.01,0.4087096774193548,522,0.018695386419498673,1083
CNN,5,0.02,0.6954838709677419,42,0.035205579487835904,76
CNN,5,0.025,0.79,1,0.05845120624684351,2
CNN,8,0.005,0.3938709677419355,1552,0.02053822409545602,3089
CNN,8,0.01,0.32451612903225807,1445,0.019595897871971454,3019
CNN,8,0.02,0.604516129032258,36,0.024776891029347978,68
CNN,8,0.025,0.6990322580645161,23,0.04065791889604229,34
CNN,10,0.005,0.42787996127783157,1514,0.021141743350294107,3097
CNN,10,0.01,0.3626976444014198,1475,0.021173269558058403,3070
CNN,10,0.02,0.5569538560826073,125,0.020757116227401156,278
CNN,10,0.025,0.6521458535011294,24,0.02724418834203181,49
CNN,12,0.005,0.44691836076153596,1482,0.02326383617832655,3098
CNN,12,0.01,0.36721523071958695,1535,0.023777123317513405,3097
CNN,12,0.02,0.5072604065827686,191,0.031373337939330816,400
CNN,12,0.025,0.6124556308486608,11,0.01513529675917472,26
